Mfg_Part_Num,Part_Desc,Part_Manuf,Detected_Category,Product_Name,Overall_Confidence,Needs_Review_Count,Total_Fields,Extracted_Fields_JSON,Processed_At
9A-570-320,9A-570-320 Abranet 2.75x30,Mirka Abrasives Inc (MIRUS),industrial_pump,Manufacturer Part Number: 9A-570-320,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 9A-570-320"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.956926+00:00
DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",Freud Inc (2435),industrial_pump,Manufacturer Part Number: DBD090094101F,0,7,7,"{""manufacturer"": {""value"": ""Part Number: DBD090094101F"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.957383+00:00
DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",Freud Inc (2435),industrial_pump,Manufacturer Part Number: DBDS12125A01F,0,7,7,"{""manufacturer"": {""value"": ""Part Number: DBDS12125A01F"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.957832+00:00
DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",Freud Inc (2435),industrial_pump,Manufacturer Part Number: DBDS12125G01F,0,7,7,"{""manufacturer"": {""value"": ""Part Number: DBDS12125G01F"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.958245+00:00
DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",Freud Inc (2435),industrial_pump,Manufacturer Part Number: DBDS14125A01F,0,7,7,"{""manufacturer"": {""value"": ""Part Number: DBDS14125A01F"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.958689+00:00
DBDS14125G01F,"DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc",Freud Inc (2435),industrial_pump,Manufacturer Part Number: DBDS14125G01F,0,7,7,"{""manufacturer"": {""value"": ""Part Number: DBDS14125G01F"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.959087+00:00
49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0013,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0013"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.959564+00:00
49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0029,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0029"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.960068+00:00
49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0033,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0033"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.960577+00:00
49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0001,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0001"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.961076+00:00
49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0039,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0039"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.961618+00:00
49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0043,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0043"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.962093+00:00
49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0048,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0048"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.962562+00:00
49-94-0053,"49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0053,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0053"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.963852+00:00
49-94-0058,"49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0058,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0058"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.965294+00:00
49-94-0063,"49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0063,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0063"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.966458+00:00
49-94-0068,"49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0068,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0068"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.966956+00:00
49-94-0073,"49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0073,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0073"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.968653+00:00
